Fund,Fund Manager,Category,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,classification
SBI Magnum Childrens Benefit Fund Savings Plan,Rajeev Radhakrishnan,HY-SOL,-0.85,2.12,1.08,3.08,3.02,2.68,1.3,-0.12,0.83,0.2,Hybrid : Solution Oriented
SBI Magnum Comma Fund Reg(G),Dinesh Balachandran,EQ-THEM,0.13,7.39,-0.62,3.87,5.32,2.83,2.33,-8.24,-1.07,-2.79,Equity : Thematic
SBI Magnum Constant Maturity Fund Reg(G),Tejas Soman,DT-GL10Y,0.71,-0.41,1.58,0.57,1.08,1,1.39,-0.17,0.78,0.46,Debt : Gilt (10 Yr Constant Duration)
SBI Magnum Gilt Fund Reg(G),Rajeev Radhakrishnan,DT-GILT,0.87,-0.61,1.75,0.71,0.94,1.01,1.51,-0.35,0.38,0.43,Debt : Gilt
SBI Magnum Global Fund Reg(G),R. Srinivasan,EQ-MNC,-0.26,0.87,1.92,5.83,3.41,-0.61,1.83,-4.38,1.46,0.45,Equity : Thematic - MNC
SBI Magnum Income Fund Reg(G),Lokesh Mallya,DT-M&LD,0.72,-0.18,1.22,0.7,0.8,0.78,1.23,0.12,0.51,0.4,Debt : Medium to Long Duration
SBI Magnum Low Duration Fund Reg(G),Rajeev Radhakrishnan,DT-LOWD,0.68,0.54,0.6,0.58,0.68,0.56,0.57,0.64,0.51,0.52,Debt : Low Duration
SBI Magnum Medium Duration Fund Reg(G),Lokesh Mallya,DT-MD,0.69,0.21,0.89,0.6,0.83,0.73,0.95,0.31,0.71,0.52,Debt : Medium Duration
SBI Magnum Midcap Fund Reg(G),Bhavin Vithlani,EQ-MID,0.93,4.72,1.41,8.78,2.88,0.82,2.87,-5.35,-0.96,0.77,Equity : Mid Cap
SBI Magnum Ultra Short Duration Fund Reg(G),R. Arun,DT-USD,0.69,0.6,0.6,0.57,0.63,0.57,0.6,0.62,0.55,0.54,Debt : Ultra Short Duration
SBI Multi Asset Allocation Fund Reg(G),Mansi Sajeja,HY-MULTI,0.78,4.34,1.01,3.34,1.89,0.72,1.87,-1.29,-1.16,-0.47,Hybrid : Multi Asset Allocation
SBI Multicap Fund Reg(G),R. Srinivasan,EQ-MLC,1.44,5.89,-0.14,7.19,5.36,1.73,3.53,-4.56,0.37,0.33,Equity : Multi Cap
SBI Nifty 10 yr Benchmark G Sec ETF,Tejas Soman,DT-ETF,0.74,-0.45,1.79,0.41,1.14,0.97,1.31,-0.14,0.92,0.51,Debt : ETFs
SBI NIFTY 1D Rate ETF,Tejas Soman,DT-ETF,0.52,0.51,0.53,0.51,0.52,0.51,0.5,0.51,0.5,0.53,Debt : ETFs
SBI Nifty 200 Quality 30 ETF,Raviprakash Sharma,EQ-ETF,-0.37,0.81,3.92,6.53,7.74,2.56,2.29,-8.59,-0.07,-2.27,Equity : ETFs
SBI Nifty 50 ETF,Raviprakash Sharma,EQ-ETF,1.56,1.24,0.02,6.74,3.98,1.35,2.27,-6.12,-0.26,-2.02,Equity : ETFs
SBI Nifty 500 Index Fund Reg(G),Viral Chhadva,EQ-INDX,-,-,-,-,-,-,-,-,-0.03,-1.45,Equity : Index Funds
SBI Nifty Bank ETF,Raviprakash Sharma,EQ-ETF,2.15,4.81,-0.32,6.92,-1.49,-0.18,3.15,-2.84,1.12,-2.32,Equity : ETFs
SBI Nifty Consumption ETF,Harsh Sethi,EQ-ETF,3.26,2.71,0.66,6.62,6.14,2.46,6.16,-10.51,-0.21,-0.76,Equity : ETFs
SBI Nifty Index Fund Reg(G),Raviprakash Sharma,EQ-INDX,1.52,1.2,-0.02,6.71,3.95,1.31,2.23,-6.16,-0.3,-2.06,Equity : Index Funds
SBI Nifty India Consumption Index Fund Reg(G),Harsh Sethi,EQ-INDX,-,-,-,-,-,-,-,-,-0.94,-0.82,Equity : Index Funds
SBI Nifty IT ETF,Harsh Sethi,EQ-ETF,-7.5,-4.88,-1.62,11.63,13.11,4.74,-1.99,-3.14,6.74,0.42,Equity : ETFs
SBI Nifty Midcap 150 Index Fund Reg(G),Harsh Sethi,EQ-INDX,-0.44,6.26,2.16,7.88,4.95,0.3,1.68,-6.5,0.13,1.04,Equity : Index Funds
SBI Nifty Next 50 ETF,Raviprakash Sharma,EQ-ETF,2.82,7.04,4.1,5.97,4.65,0.79,2.35,-9.3,1.24,-3.79,Equity : ETFs
SBI Nifty Next 50 Index Fund Reg(G),Raviprakash Sharma,EQ-INDX,2.75,6.98,4.04,5.91,4.58,0.72,2.29,-9.36,1.18,-3.85,Equity : Index Funds
SBI Nifty Private Bank ETF,Harsh Sethi,EQ-ETF,1.93,4.15,-0.95,7.73,-1.37,0.18,3.1,-4.85,0.41,-2.18,Equity : ETFs
SBI Nifty Smallcap 250 Index Fund Reg(G),Harsh Sethi,EQ-INDX,-4.35,10.39,-1.36,9.45,4.9,1.28,1.11,-3.65,-0.22,0.11,Equity : Index Funds
SBI Nifty50 Equal Weight ETF,Viral Chhadva,EQ-ETF,-,-,-,-,-,1.86,2.66,-8.02,-2.39,-1.89,Equity : ETFs
SBI Nifty50 Equal Weight Index Fund Reg(G),Viral Chhadva,EQ-INDX,1.43,0.99,0.22,6.28,5.58,1.8,2.6,-8.09,-2.45,-1.95,Equity : Index Funds
SBI Overnight Fund Reg(G),R. Arun,DT-ON,0.55,0.53,0.55,0.53,0.53,0.53,0.52,0.53,0.52,0.55,Debt : Overnight
SBI PSU Fund Reg(G),Rohit Shimpi,EQ-THEM,-0.54,11.35,2.69,1.69,7.13,-2.38,-1.09,-6.44,0.92,-4.93,Equity : Thematic
SBI Retirement Benefit Fund Aggressive Hybrid Plan Reg(G),Rohit Shimpi,HY-SOL,1.05,2.73,2.54,6.14,2.62,0.26,1.45,-4.41,0.33,-2.55,Hybrid : Solution Oriented
SBI Retirement Benefit Fund Aggressive Plan Reg(G),Rohit Shimpi,HY-SOL,1.2,3.19,2.75,7.16,2.9,-0.12,1.54,-5.6,0.61,-3.14,Hybrid : Solution Oriented
SBI Retirement Benefit Fund Conservative Hybrid Plan Reg(G),Rohit Shimpi,HY-SOL,0.88,0.85,1.82,3.44,1.65,0.51,1.32,-2.26,0.51,-0.93,Hybrid : Solution Oriented
SBI Retirement Benefit Fund Conservative Plan Reg(G),Rohit Shimpi,HY-SOL,0.81,0.11,1.51,2.07,1.22,0.76,1.39,-1.14,0.42,-0.14,Hybrid : Solution Oriented
SBI Savings Fund Reg(G),R. Arun,DT-MM,0.71,0.58,0.58,0.56,0.62,0.54,0.6,0.58,0.54,0.55,Debt : Money Market
SBI Short Term Debt Fund Reg(G),Rajeev Radhakrishnan,DT-SD,0.7,0.28,0.84,0.53,0.82,0.69,0.81,0.49,0.58,0.5,Debt : Short Duration
SBI Silver ETF,Vandna Soni,GOLD-ETF,-,-,-,-,-,2.75,4.9,7.56,-7.42,-3.69,Gold : ETFs
SBI Silver ETF FOF Reg(G),Harsh Sethi,FOF-DOM,-,-,-,-,-,2.94,5.83,6.48,-7.59,-3.83,FoFs : Domestic
SBI Small Cap Fund Reg(G),R. Srinivasan,EQ-SML,-1.34,8.03,1.09,7.72,5.25,-0.09,2.53,-4.35,-0.79,-0.67,Equity : Small Cap
SBI Technology Opp Fund Reg(G),Vivek Gedda,EQ-TECH,-4.57,-2.17,-0.42,9.96,10.11,4.18,0.27,-3.57,5.49,2.25,Equity : Sectoral - Technology
Shriram Aggressive Hybrid Fund Reg(G),Deepak Ramaraju,HY-EQ,1.19,3.12,1.76,3.11,3.32,1.08,0.02,-6.19,-0.17,1.14,Hybrid : Equity Oriented
Shriram Balanced Advantage Fund Reg(G),Deepak Ramaraju,HY-DYN,1.07,1.77,0.08,2.29,2,0.96,-0.12,-6.26,0.33,2.01,Hybrid : Dynamic Asset Allocation
Shriram ELSS Tax Saver Fund Reg(G),Deepak Ramaraju,EQ-ELSS,-0.94,4.25,2.56,5.58,3.91,-1.02,0.94,-6.63,0.12,1.31,Equity : Tax Saving (ELSS)
Shriram Flexi Cap Fund Reg(G),Deepak Ramaraju,EQ-FLEX,-0.57,4.3,1.75,5.12,3.33,-0.51,-0.09,-6.21,0.14,1.58,Equity : Flexi Cap
Shriram Liquid Fund Reg(G),Deepak Ramaraju,DT-LIQ,-,-,-,-,-,-,-,-,-,0.57,Debt : Liquid
Shriram Multi Asset Allocation Fund Reg(G),Deepak Ramaraju,HY-MULTI,1.52,3.34,0.58,2.97,1.15,0.1,-0.83,-4.26,-0.64,0.85,Hybrid : Multi Asset Allocation
Shriram Nifty 1D Rate Liquid ETF,Deepak Ramaraju,DT-ETF,-,-,-,-,-,0.51,0.5,0.5,0.5,0.52,Debt : ETFs
Shriram Overnight Fund Reg(G),Deepak Ramaraju,DT-ON,0.55,0.53,0.55,0.53,0.53,0.53,0.52,0.53,0.51,0.54,Debt : Overnight
Sundaram Aggressive Hybrid Fund(G),S. Bharath,HY-EQ,1.27,1.81,-0.15,6.54,3.31,1.37,2.48,-4.49,0.32,0.03,Hybrid : Equity Oriented
Sundaram Arbitrage Fund(G),Rohit Seksaria,HY-ARB,0.56,0.59,0.57,0.64,0.58,0.57,0.5,0.5,0.52,0.57,Hybrid : Arbitrage
Sundaram Balanced Advantage Fund(G),S. Bharath,HY-DYN,0.76,1.2,-0.19,5.21,2.95,1.17,1.74,-3.19,0.23,-0.32,Hybrid : Dynamic Asset Allocation
Sundaram Banking & PSU Fund(G),Sandeep Agarwal,DT-B&PSU,0.69,0.28,0.85,0.51,0.91,0.74,0.96,0.47,0.5,0.53,Debt : Banking & PSU
Sundaram Business Cycle Fund Reg(G),Ratish Varier,EQ-THEM,-,-,-,-,2.95,3.22,2.87,-3.29,1.05,0.91,Equity : Thematic
Sundaram Conservative Hybrid Fund(G),Dwijendra Srivastava,HY-DT(CO),0.69,-0.06,0.85,2.01,1.1,0.82,1.64,-1.21,0.34,-0.02,Hybrid : Debt Oriented (Conservative)
Sundaram Consumption Fund(G),Ratish Varier,EQ-CONS,0.83,3.01,0.2,8.24,6.75,3.11,5.9,-9.1,1.63,0.2,Equity : Thematic - Consumption
Sundaram Corp Bond Fund(G),Dwijendra Srivastava,DT-CORP,0.66,0.22,0.86,0.5,0.94,0.76,1.02,0.4,0.54,0.49,Debt : Corporate Bond
Sundaram Diversified Equity(G),Sudhir Kedia,EQ-ELSS,1.3,2.14,-0.01,6.76,3.62,1.22,1.98,-6.07,0.83,-0.62,Equity : Tax Saving (ELSS)
Sundaram Dividend Yield Fund(G),Ratish Varier,EQ-DIV,0.28,3.5,0.45,5.91,5.32,1.21,1.09,-6.13,0.18,-1.74,Equity : Thematic - Dividend Yield
Sundaram ELSS Tax Saver Fund Reg(G),Sudhir Kedia,EQ-ELSS,1.61,3.62,-0.21,6.33,3.31,1.54,1.98,-5.6,0.35,-0.59,Equity : Tax Saving (ELSS)
Sundaram Equity Savings Fund(G),Sudhir Kedia,HY-EQ,0.61,2.34,0.23,2.83,1.9,1.51,1.46,-1.76,0.03,0.4,Hybrid : Equity Oriented
Sundaram Fin Serv Opp Fund(G),Rohit Seksaria,EQ-FIN,1.14,5.63,-0.93,7.44,-0.73,1.38,2.4,-3.88,-1.36,-2.69,Equity : Sectoral - Financial Services
Sundaram Flexi Cap Fund Reg(G),Sudhir Kedia,EQ-FLEX,1.61,2.1,-0.57,6.74,3.93,2.7,2.21,-5.14,0.61,-0.72,Equity : Flexi Cap
Sundaram Focused Fund(G),S. Bharath,EQ-FLEX,1.98,2.57,0.74,6.5,2.96,2.93,1.53,-5.36,0.9,-1.14,Equity : Flexi Cap
Sundaram Global Brand Fund(G),Patanjali Srinivasan,FOF-OVR,1.89,-4.13,1.08,1.97,0.45,1.47,1.43,-1.81,2.73,2.16,FoFs : Overseas
Sundaram Infra Advantage Fund(G),Ashish Aggarwal,EQ-INFRA,1.95,6.48,5.54,4.94,2.49,-1.03,1.98,-5.01,-0.8,-1.09,Equity : Sectoral - Infrastructure
Sundaram Large and Mid Cap Fund(G),S. Bharath,EQ-L&M,1.41,4.14,1.7,7.12,3.46,1.59,2.24,-4.95,0.7,0.19,Equity : Large & Mid Cap
Sundaram Large Cap Fund Reg(G),Ashwin Jain,EQ-LC,1.78,0.99,-0.66,6.08,4.11,1.64,1.64,-6.17,0.09,-0.89,Equity : Large Cap
Sundaram Liquid Fund(G),Dwijendra Srivastava,DT-LIQ,0.64,0.62,0.6,0.56,0.6,0.57,0.58,0.58,0.56,0.58,Debt : Liquid
Sundaram Low Duration Fund(G),Sandeep Agarwal,DT-LOWD,0.63,0.56,0.56,0.52,0.67,0.53,0.82,0.6,0.49,0.55,Debt : Low Duration
Sundaram Medium Duration Fund(G),Dwijendra Srivastava,DT-MD,0.5,-0.06,0.92,0.41,0.74,0.61,0.84,0.1,0.53,0.39,Debt : Medium Duration
Sundaram Mid Cap Fund Reg(G),S. Bharath,EQ-MID,0.47,4.91,2.95,7.71,5.88,2.24,3.44,-5.37,0.45,1.41,Equity : Mid Cap
Sundaram Money Market Fund Reg(G),Sandeep Agarwal,DT-MM,0.72,0.57,0.63,0.54,0.67,0.55,0.63,0.62,0.55,0.59,Debt : Money Market
Sundaram Multi Asset Allocation Fund Reg(G),Rohit Seksaria,HY-MULTI,2.58,3.07,0.28,3.47,2.08,1.68,2.11,-3.4,-0.56,-1.15,Hybrid : Multi Asset Allocation
Sundaram Multi Cap Fund(G),Sudhir Kedia,EQ-MLC,-0.57,5.08,2.82,6.26,4.18,1.18,2.95,-5.84,0.08,0.03,Equity : Multi Cap
Sundaram Nifty 100 Equal Weight Fund(G),Rohit Seksaria,EQ-INDX,1.65,3.28,1.93,5.36,5.31,0.61,2.3,-8.24,-0.91,-2.39,Equity : Index Funds
Sundaram Overnight Fund Reg(G),Sandeep Agarwal,DT-ON,0.55,0.52,0.55,0.53,0.53,0.53,0.52,0.53,0.52,0.55,Debt : Overnight
Sundaram Services Fund Reg(G),Rohit Seksaria,EQ-THEM,1.36,2.88,-1.27,8.57,2.79,3.94,4.36,-4.88,0.19,-0.34,Equity : Thematic
Sundaram Short Duration Fund(G),Dwijendra Srivastava,DT-SD,0.65,0.25,0.84,0.54,0.8,0.66,1.17,0.41,0.55,0.51,Debt : Short Duration
Sundaram Small Cap Fund(G),Rohit Seksaria,EQ-SML,-2.16,6.54,-0.8,7.95,3.15,3.01,2.72,-3.17,-0.84,-0.64,Equity : Small Cap
Sundaram Ultra Short Duration Fund(G),Sandeep Agarwal,DT-USD,0.6,0.53,0.51,0.48,0.57,0.47,0.55,0.53,0.47,0.52,Debt : Ultra Short Duration
Tata Arbitrage Fund Reg(G),Sailesh Jain,HY-ARB,0.62,0.65,0.58,0.64,0.55,0.57,0.52,0.62,0.51,0.6,Hybrid : Arbitrage
Tata Balanced Adv Fund Reg(G),Rahul Singh (Tata),HY-DYN,0.7,1.19,1.03,3.36,2.33,0.39,1.37,-2.92,-0.07,-0.57,Hybrid : Dynamic Asset Allocation
Tata Banking & Financial Services Fund Reg(G),Amey Sathe,EQ-FIN,-0.93,7.04,-2.1,8.18,0.47,1.93,3.42,-2.53,-0.5,-1.97,Equity : Sectoral - Financial Services
Tata BSE Sensex Index Fund Reg(G),Kapil Menon,EQ-INDX,1.52,1.08,-0.37,7,3.45,0.91,2.29,-5.75,0.51,-2.15,Equity : Index Funds
Tata Business Cycle Fund Reg(G),Rahul Singh (Tata),EQ-THEM,1.57,4.14,1.37,6.12,4.47,0.33,2.26,-5.67,-0.96,-1.61,Equity : Thematic
Tata Corp Bond Fund Reg(G),Abhishek Sonthalia,DT-CORP,0.72,0.22,0.87,0.68,0.83,0.72,0.95,0.48,0.49,0.56,Debt : Corporate Bond
Tata CRISIL IBX Gilt Index   April 2026 Index Fund Reg(G),Amit Somani,DT-MD,0.54,0.37,0.74,0.64,0.76,0.58,0.69,0.48,0.46,0.56,Debt : Medium Duration
Tata Digital India Fund Reg(G),Meeta Shetty,EQ-TECH,-4.33,-2.19,-1.92,11.29,10.68,5.02,-0.86,-2.87,5.85,0.87,Equity : Sectoral - Technology
Tata Dividend Yield Fund Reg(G),Sailesh Jain,EQ-DIV,0.03,5.74,3.21,5.36,3.25,-0.74,1.34,-5.47,-0.1,-2.7,Equity : Thematic - Dividend Yield
Tata ELSS Tax Saver Fund Reg(G),Tejas Gutka,EQ-ELSS,0.15,4.55,0.38,8.75,4.15,2.05,2.73,-4.84,-0.32,-0.49,Equity : Tax Saving (ELSS)
Tata Equity P/E Fund(G),Sonam Udasi,EQ-VAL,0.73,6.36,2.04,7.3,4.76,1.99,1.23,-6.01,-0.95,-0.88,Equity : Value / Contra
Tata Equity Savings Fund Reg(G),Sailesh Jain,HY-EQ,0.67,1.38,0.88,2.83,1.08,0.57,0.78,-0.57,0.64,0.21,Hybrid : Equity Oriented
Tata Ethical Fund Reg(G),Abhinav Sharma,EQ-THEM,-1,3.45,1.41,7.45,6.6,1.66,0.03,-6.92,0.19,-2.57,Equity : Thematic
Tata Flexi Cap Fund Reg(G),Amey Sathe,EQ-FLEX,1.48,4.4,-0.33,6.95,5.13,0.96,2.43,-4.16,-1.14,-2.59,Equity : Flexi Cap
Tata Floating Rate Fund Reg(G),Akhil Mittal,DT-FL,0.61,0.5,0.7,0.58,0.71,0.6,0.79,0.73,0.4,0.67,Debt : Floater
Tata Focused Equity Fund Reg(G),Meeta Shetty,EQ-MLC,-0.16,3.2,-0.23,8.52,3.94,1.97,2.47,-5.92,1.16,-0.26,Equity : Multi Cap
Tata Gilt Securities Fund Reg(G),Akhil Mittal,DT-GILT,0.71,-0.2,1.07,0.44,0.98,0.76,1.17,0.12,0.47,0.38,Debt : Gilt
Tata Gold ETF,Tapan Patel,GOLD-ETF,7.94,5.04,2.27,-1.15,-3.07,3.65,4.35,5.24,-3.28,-0.42,Gold : ETFs
Tata Gold ETF FoF Reg(G),Tapan Patel,FOF-DOM,6.8,7.35,0.08,-0.77,-3.21,3.23,4.82,4.95,-3.7,-0.46,FoFs : Domestic
Tata Housing Opportunities Fund Reg(G),Tejas Gutka,EQ-THEM,-0.66,7.38,1.04,9.29,1.55,0.27,2.97,-7.22,-0.55,-0.77,Equity : Thematic
Tata Hybrid Equity Fund Reg(G),Satish Chandra Mishra,HY-EQ,0.88,2.4,0.44,5.24,3.99,0.99,1.3,-3.91,-0.28,-1.06,Hybrid : Equity Oriented
Tata India Consumer Fund Reg(G),Sonam Udasi,EQ-CONS,1.97,3.18,-0.57,8.06,6.34,4.43,5.01,-6.89,1.46,2.02,Equity : Thematic - Consumption
Tata India Innovation Fund Reg(G),Meeta Shetty,EQ-THEM,-,-,-,-,-,-,-,-,-,0.8,Equity : Thematic
Tata India Pharma & Healthcare Fund Reg(G),Meeta Shetty,EQ-PHRM,-0.05,0.46,-0.6,4.78,10.27,6.96,0.76,-1.44,-0.75,4.23,Equity : Sectoral - Pharma
Tata Infrastructure Fund Reg(G),Abhinav Sharma,EQ-INFRA,2.69,6.88,5.13,6.1,3.98,-3.93,1.82,-6.41,-1.74,-3.0,Equity : Sectoral - Infrastructure
Tata Large & Mid Cap Fund Reg(G),Chandraprakash Padiyar,EQ-L&M,1.1,3.95,0.1,7.78,3.76,0.35,2.69,-4.44,-1.32,-1.86,Equity : Large & Mid Cap
Tata Large Cap Fund Reg(G),Abhinav Sharma,EQ-LC,1.21,3.19,1.74,5.73,4.45,0.39,1.16,-5.84,0.04,-2.09,Equity : Large Cap
Tata Liquid Fund Reg(G),Amit Somani,DT-LIQ,0.64,0.61,0.59,0.56,0.6,0.57,0.58,0.59,0.57,0.59,Debt : Liquid
Tata Mid Cap Growth Fund Reg(G),Satish Chandra Mishra,EQ-MID,0.44,6.84,3.48,7.43,4.79,-0.71,1.35,-5.71,-0.38,-0.62,Equity : Mid Cap
Tata Money Market Fund Reg(G),Amit Somani,DT-MM,0.77,0.59,0.62,0.59,0.66,0.55,0.64,0.61,0.56,0.59,Debt : Money Market
Tata Multi Asset Opp Fund Reg(G),Rahul Singh (Tata),HY-MULTI,1.09,2.62,0.91,4.16,2.21,0.32,1.46,-2.36,-0.36,-0.37,Hybrid : Multi Asset Allocation
Tata Multicap Fund Reg(G),Rahul Singh (Tata),EQ-MLC,-0.89,4.16,0.52,7.84,4.64,0.88,1.21,-5.19,-1.02,-1.0,Equity : Multi Cap
Tata Nifty 50 ETF,Kapil Menon,EQ-ETF,1.57,1.22,0.02,6.74,3.96,1.36,2.27,-6.12,-0.26,-2.02,Equity : ETFs
Tata NIFTY 50 Index Fund Reg(G),Kapil Menon,EQ-INDX,1.52,1.2,-0.02,6.68,3.92,1.32,2.23,-6.19,-0.31,-2.06,Equity : Index Funds
Tata Nifty Auto Index Fund Reg(G),Kapil Menon,EQ-AUTO,-,-,4.07,7.66,5.95,-1.66,3.15,-12.97,-0.7,-2.4,Equity : Sectoral - Auto
Tata Nifty Capital Markets Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,-,-,-,-,-,-,1.55,6.47,Equity : Index Funds
Tata Nifty Financial Services Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,-0.09,7.63,-0.12,1.1,3.46,-2.48,0.45,-2.21,Equity : Index Funds
Tata Nifty G Sec Dec 2026 Index Fund Reg(G),Amit Somani,DT-MD,0.57,0.3,0.84,0.63,0.82,0.64,0.76,0.43,0.48,0.51,Debt : Medium Duration
Tata Nifty G Sec Dec 2029 Index Fund Reg(G),Amit Somani,DT-M&LD,0.67,-0.07,1.16,0.62,1.2,0.77,1.0,0.16,0.67,0.49,Debt : Medium to Long Duration
Tata Nifty India Digital ETF,Kapil Menon,EQ-ETF,-1.06,-0.02,-2.14,11.15,8.01,6.08,-1.0,-5.24,6.3,1.81,Equity : ETFs
Tata Nifty India Digital ETF FoF Reg(G),Meeta Shetty,FOF-DOM,-0.87,-0.18,-2.33,10.66,7.92,5.82,-0.73,-5.12,5.6,1.84,FoFs : Domestic
Tata Nifty India Tourism Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,-,-,-,0.42,1.36,-10.43,7.63,5.15,Equity : Index Funds
Tata Nifty Midcap 150 Momentum 50 Index Fund Reg(G),Kapil Menon,EQ-INDX,1.42,7.49,4.45,4.58,4.57,1.11,0.93,-6.08,1.07,0.59,Equity : Index Funds
Tata Nifty MidSmall Healthcare Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,-2.22,6.64,8.42,7.09,1.73,1.07,-1.61,4.88,Equity : Index Funds
Tata Nifty Pvt Bank ETF,Kapil Menon,EQ-ETF,1.98,4.01,-0.95,7.79,-1.28,0.21,3.34,-5.11,0.41,-2.17,Equity : ETFs
Tata Nifty Realty Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,4.77,7.65,-0.73,-3.48,4.25,-9.52,1.99,3.1,Equity : Index Funds
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund Reg(G),Amit Somani,DT-M&LD,0.6,0.44,0.77,0.72,0.89,0.71,0.79,0.55,0.42,0.46,Debt : Medium to Long Duration
Tata Nifty200 Alpha 30 Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,-,-,-,-,-,-9.06,0.42,0.08,Equity : Index Funds
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,2.6,7.8,4.35,0.8,1.85,-7.31,-0.54,-0.87,Equity : Index Funds
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund Reg(G),Kapil Menon,EQ-INDX,-,-,0.81,8.61,3.88,-1.22,1.19,-7.28,-1.11,-0.96,Equity : Index Funds
Tata Overnight Fund Reg(G),Amit Somani,DT-ON,0.55,0.53,0.55,0.53,0.54,0.53,0.52,0.53,0.52,0.55,Debt : Overnight
Tata Quant Fund Reg(G),Sailesh Jain,EQ-THEM,2.22,3.23,-0.03,9.47,5.21,1.96,2.34,-7.21,-1.9,-1.5,Equity : Thematic
Tata Resources & Energy Fund Reg(G),Satish Chandra Mishra,EQ-POWER,0.08,7.61,1.76,4.57,5.19,-1,2.05,-6.03,-1.31,-3.85,Equity : Sectoral - Energy / Power
Tata Retirement Sav Fund   Cons Plan(G),Sonam Udasi,HY-SOL,0.76,1.32,1.24,2.46,1.82,0.87,0.99,-1.24,0.45,0.08,Hybrid : Solution Oriented
Tata Retirement Sav Fund   Mod Plan(G),Sonam Udasi,HY-SOL,1.44,3.9,1.31,6.53,4.31,1.35,1.6,-3.22,1.06,0.25,Hybrid : Solution Oriented
Tata Retirement Sav Fund   Prog Plan(G),Sonam Udasi,HY-SOL,1.41,4.78,1.53,7.32,4.75,1.46,2.2,-4.52,0.87,0.43,Hybrid : Solution Oriented
Tata Silver ETF,Tapan Patel,GOLD-ETF,8.6,7.19,16.36,-5.72,-5.61,2.11,5.79,6.86,-7.17,-2.79,Gold : ETFs
Tata Silver ETF FoF Reg(G),Tapan Patel,FOF-DOM,5.73,7.93,14.69,-4.86,-5.14,1.61,5.99,6.9,-7.65,-3.67,FoFs : Domestic
Tata Small Cap Fund Reg(G),Chandraprakash Padiyar,EQ-SML,-2.19,10.06,-0.11,9.12,5.62,2.99,2.97,-0.31,-1.64,-1.67,Equity : Small Cap
Tata ST Bond Fund Reg(G),Murthy Nagarajan,DT-SD,0.63,0.23,0.82,0.53,0.8,0.62,0.8,0.42,0.51,0.5,Debt : Short Duration
Tata Treasury Advantage Fund Reg(G),Akhil Mittal,DT-LOWD,0.67,0.56,0.61,0.57,0.67,0.54,0.65,0.64,0.51,0.57,Debt : Low Duration
Tata Ultra Short Term Fund Reg(G),Akhil Mittal,DT-USD,0.62,0.56,0.54,0.54,0.59,0.5,0.6,0.59,0.51,0.58,Debt : Ultra Short Duration
Tata Young Citizen Fund,Amey Sathe,HY-SOL,-1.4,4.12,-0.69,8.04,5.77,1.22,0.92,-5.92,-0.03,-1.27,Hybrid : Solution Oriented
Taurus Banking & Fin Serv Fund Reg(G),Anuj Kapil,EQ-FIN,1.38,5.59,-2.15,5.47,0.93,-0.82,2.23,-2.32,0.69,-2.54,Equity : Sectoral - Financial Services
Taurus ELSS Tax Saver Fund Reg(G),Anuj Kapil,EQ-ELSS,-2.27,3.04,-0.47,5.21,7.67,0.38,1.36,-4.2,1.43,0.35,Equity : Tax Saving (ELSS)
Taurus Ethical Fund Reg(G),Anuj Kapil,EQ-MLC,-1.65,1.69,1.58,5.83,7.72,1.55,0.74,-6.95,0.59,-2.39,Equity : Multi Cap
Taurus Flexi Cap Fund Reg(G),Anuj Kapil,EQ-FLEX,-1.3,4.57,1.5,5.86,6.22,-1.24,1.42,-6.28,1.01,-0.84,Equity : Flexi Cap
Taurus Infrastructure Fund Reg(G),Anuj Kapil,EQ-INFRA,2.28,6.88,1.5,7.05,3.99,-1.56,3.82,-7.31,-0.13,-3.16,Equity : Sectoral - Infrastructure
Taurus Large Cap Fund Reg(G),Anuj Kapil,EQ-LC,0.72,2.86,0.69,4.86,6.45,-0.44,1.39,-6.24,0.93,-1.07,Equity : Large Cap
Taurus Mid Cap Fund Reg(G),Anuj Kapil,EQ-MID,-1.69,8.86,-0.81,5.44,6.07,-0.45,-0.76,-6.67,0.22,-2.0,Equity : Mid Cap
Taurus Nifty 50 Index Fund Reg(G),Anuj Kapil,EQ-INDX,1.47,1.12,-0.08,6.49,3.81,1.21,2.21,-6.16,-0.33,-2.09,Equity : Index Funds
Templeton India Equity Income Fund(G),Rajasa Kakulavarapu,EQ-DIV,-1.04,3.49,1.77,4.49,7.96,1.64,0.2,-5.89,-1.2,-1.7,Equity : Thematic - Dividend Yield
Templeton India Value Fund(G),Ajay Argal,EQ-VAL,-0.05,4.68,1.66,7.17,4.38,0.65,0.39,-5.87,-1.02,-2.53,Equity : Value / Contra
